Id,StageName,Status_Reason__c,RecordType.Name,RICE_Supported__c,CreatedDate,CloseDate,AccountId,Lead_Faculty__c,Parent_Opportunity__c,RecordType.Name.1,Industry,Business_Type__c,Is_External__c,ParentId
0062e000002HGYLAA4,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017-04-06T06:03:50.000Z,1/11/19,0012e000003A6k7AAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGylAAG,1,Won,Research Contract,RIC RE&D and BD&I,2015-11-20T00:17:49.000Z,6/12/15,0012e000003A70bAAC,0012e000002ZLg7AAG,1,Business Organization,Health,SME (small to medium enterprise),External,1
0062e000002HGyLAAW,1,Won,Research Contract,RIC RE&D and BD&I,2017-07-28T02:36:10.000Z,1/11/19,0012e000003A703AAC,0012e000002ZLg7AAG,1,Business Organization,Services,Large Australian Corporate,External,1
0062e000002HGYMAA4,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017-05-05T01:24:39.000Z,1/11/19,0012e000003A6k7AAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGymAAG,0,Academic Capacity (Lost),Consultancy (Non-research),RIC-BD&I,2019-05-23T22:06:50.000Z,29/11/19,0012e000003A71HAAS,0012e000002ZLg7AAG,1,Business Organization,Services,Large Australian Corporate,External,1
0062e000002HGyMAAW,1,Won,Research Contract,RIC-BD&I,2019-01-01T20:55:58.000Z,26/3/20,0012e000003A70UAAS,0012e000002ZLg7AAG,1,Business Organization,Construction & Construction Materials,Large Australian Corporate,External,1
0062e000002HGYNAA4,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017-05-05T01:38:49.000Z,1/11/19,0012e000003A6k7AAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGynAAG,1,Won,Research Contract,RIC RE&D and BD&I,2018-01-15T22:27:20.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGyNAAW,1,Won,Grants,RIC-BD&I,2019-04-11T20:29:35.000Z,31/7/19,0012e000003A6osAAC,0012e000002ZLg7AAG,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002HGYOAA4,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2017-05-01T06:37:54.000Z,1/11/19,0012e000003A6kRAAS,,1,Business Organization,Technology: IT & Telephone Services,Government: Australia: Local & State,External,1
0062e000002HGyoAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-10-03T21:46:46.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGYPAA4,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017-05-23T05:57:42.000Z,1/11/19,0012e000003A6VyAAK,,1,Business Organization,Services,Not for profit,External,1
0062e000002HGypAAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017-07-26T04:02:58.000Z,1/11/19,0012e000003A716AAC,0012e000002ZmnxAAC,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGyPAAW,1,Won,Grants,RIC RE&D and BD&I,2016-08-18T23:50:00.000Z,1/11/19,0012e000003A710AAC,0012e000002ZLg7AAG,1,Business Organization,Manufacturing & R&D,CRC (Co-operative Research Centre),External,1
0062e000002HGYQAA4,0,Other (Lost),Consultancy (Non-research),RIC RE&D and BD&I,2016-08-29T01:31:58.000Z,1/11/19,0012e000003A6VyAAK,,1,Business Organization,Services,Not for profit,External,1
0062e000002HGyqAAG,1,Won,Research Contract,RIC RE&D and BD&I,2017-03-22T00:37:34.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGYRAA4,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2017-09-21T01:15:52.000Z,1/11/19,0012e000003A6ElAAK,,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002HGyrAAG,1,Won,Research Contract,RIC-BD&I,2019-03-27T20:38:22.000Z,29/3/19,0012e000003A716AAC,0012e000002ZmnxAAC,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGyRAAW,1,Won,Philanthropic,RIC RE&D and BD&I,2016-08-19T00:23:43.000Z,1/11/19,0012e000003A708AAC,0012e000002ZGfbAAG,1,Business Organization,Health,Multinational / Other Large Corporate,External,1
0062e000002HGYSAA4,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2017-04-03T00:49:39.000Z,1/11/19,0012e000003A6ElAAK,0012e000002ZLg7AAG,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002HGysAAG,1,Won,Research Contract,RIC RE&D and BD&I,2018-03-26T20:45:56.000Z,30/3/18,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGySAAW,1,Won,Research Contract,RIC RE&D and BD&I,2018-05-04T01:32:24.000Z,20/6/18,0012e000003A6OjAAK,0012e000002ZLg7AAG,1,Business Organization,Defence,SME (small to medium enterprise),External,1
0062e000002HGYTAA4,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2017-10-29T23:13:18.000Z,1/11/19,0012e000003A6X5AAK,,1,Business Organization,Health,Government: Australia: Local & State,External,1
0062e000002HGytAAG,1,Won,Research Contract,RIC RE&D and BD&I,2017-11-15T22:48:36.000Z,1/11/19,0012e000003A716AAC,0012e000002ZmnxAAC,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGyTAAW,1,Won,Philanthropic,RIC RE&D and BD&I,2018-03-04T23:14:57.000Z,13/9/18,0012e000003A708AAC,0012e000002ZGfbAAG,1,Business Organization,Health,Multinational / Other Large Corporate,External,1
0062e000002HGYUAA4,0,Customer No Longer Interested,Research Contract,RIC RE&D and BD&I,2017-04-05T06:27:16.000Z,1/11/19,0012e000003A6WAAA0,0012e000002ZLg7AAG,1,Business Organization,Energy & Utilities,Government: Australia: Local & State,External,1
0062e000002HGyuAAG,1,Won,Research Contract,RIC RE&D and BD&I,2017-11-15T22:44:14.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGyUAAW,1,Won,Research Contract,RIC RE&D and BD&I,2017-01-03T21:46:08.000Z,31/7/18,0012e000003A6bnAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Government: Australia: Federal,External,1
0062e000002HGYVAA4,0,Other (Lost),Consultancy (Non-research),RIC RE&D and BD&I,2016-08-16T05:37:40.000Z,1/11/19,0012e000003A6X5AAK,,1,Business Organization,Health,Government: Australia: Local & State,External,1
0062e000002HGyvAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-08-18T23:17:45.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGyVAAW,1,Won,Research Contract,RIC RE&D and BD&I,2017-10-24T23:47:48.000Z,1/11/19,0012e000003A70cAAC,0012e000002ZLg7AAG,1,Business Organization,Energy & Utilities,SME (small to medium enterprise),External,1
0062e000002HGYWAA4,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016-06-24T05:27:31.000Z,1/11/19,0012e000003A6w5AAC,,1,Business Organization,Health,Multinational / Other Large Corporate,External,1
0062e000002HGywAAG,1,Won,Research Contract,RIC RE&D and BD&I,2016-07-14T06:00:42.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGyWAAW,1,Won,Consultancy (Non-research),RIC RE&D and BD&I,2015-11-20T03:22:20.000Z,30/11/15,0012e000003A6yxAAC,0012e000002ZLg7AAG,1,Business Organization,Manufacturing & R&D,Multinational / Other Large Corporate,External,1
0062e000002HGYXAA4,0,Other (Lost),Technology Transfer,RIC RE&D and BD&I,2016-06-24T04:59:06.000Z,1/11/19,0012e000003A6w5AAC,0012e000002ZGfbAAG,1,Business Organization,Health,Multinational / Other Large Corporate,External,1
0062e000002HGyxAAG,1,Won,Research Contract,RIC RE&D and BD&I,2017-03-22T00:35:34.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGyXAAW,1,Won,Research Contract,RIC RE&D and BD&I,2017-07-28T02:43:56.000Z,1/11/19,0012e000003A6P3AAK,0012e000002ZLg7AAG,1,Business Organization,Manufacturing & R&D,Multinational / Other Large Corporate,External,1
0062e000002HGYYAA4,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016-07-01T09:23:40.000Z,1/11/19,0012e000003A6bTAAS,,1,Business Organization,Health,Multinational / Other Large Corporate,External,1
0062e000002HGyyAAG,1,Won,Research Contract,RIC-BD&I,2019-02-14T22:58:01.000Z,25/6/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGyYAAW,1,Won,Research Contract,RIC RE&D and BD&I,2018-06-07T20:21:16.000Z,30/8/18,0012e000003A6P3AAK,0012e000002ZLg7AAG,1,Business Organization,Manufacturing & R&D,Multinational / Other Large Corporate,External,1
0062e000002HGYZAA4,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016-05-13T01:51:34.000Z,1/11/19,,,1,Business Organization,Services,Not for profit,,1
0062e000002HGyzAAG,1,Won,Research Contract,RIC-BD&I,2019-02-14T23:06:35.000Z,21/3/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGyZAAW,1,Won,Research Contract,RIC RE&D and BD&I,2016-05-27T00:42:24.000Z,1/11/19,0012e000003A6NlAAK,0012e000002ZLg7AAG,1,Business Organization,Construction & Construction Materials,Multinational / Other Large Corporate,External,1
0062e000002HGz0AAG,1,Won,Research Contract,RIC-BD&I,2019-10-06T19:17:35.000Z,8/10/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGz1AAG,1,Won,Research Contract,RIC RE&D and BD&I,2016-07-19T06:28:46.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGz2AAG,1,Won,Consultancy (Non-research),RIC RE&D and BD&I,2018-05-25T04:30:00.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGz3AAG,1,Won,Research Contract,RIC RE&D and BD&I,2017-04-07T02:00:28.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGz4AAG,1,Won,Research Contract,RIC RE&D and BD&I,2018-03-26T20:36:47.000Z,16/5/18,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGz5AAG,1,Won,Research Contract,RIC RE&D and BD&I,2017-07-28T02:41:41.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGz6AAG,1,Won,Research Contract,RIC RE&D and BD&I,2018-09-06T20:58:45.000Z,15/11/18,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGz7AAG,1,Won,Research Contract,RIC RE&D and BD&I,2018-10-03T21:18:26.000Z,31/10/18,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGz8AAG,1,Won,Consultancy (Non-research),RIC RE&D and BD&I,2016-01-08T03:27:49.000Z,1/11/19,0012e000003A716AAC,0012e000002ZmnxAAC,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGz9AAG,1,Won,Research Contract,RIC RE&D and BD&I,2017-09-25T00:51:55.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGzaAAG,1,Won,Research Contract,RIC RE&D and BD&I,2016-05-08T21:24:42.000Z,1/11/19,0012e000003A70jAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGzAAAW,1,Won,Research Contract,RIC RE&D and BD&I,2015-12-10T09:06:38.000Z,18/12/15,0012e000003A716AAC,0012e000002ZmnxAAC,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGzbAAG,1,Won,Research Contract,RIC RE&D and BD&I,2016-05-08T21:30:12.000Z,1/11/19,0012e000003A70jAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGZbAAO,0,Other (Lost),Technology Transfer,RIC RE&D and BD&I,2015-12-02T06:56:37.000Z,1/11/19,0012e000003A6cVAAS,,1,Business Organization,Services,Multinational / Other Large Corporate,External,1
0062e000002HGzBAAW,1,Won,Research Contract,RIC RE&D and BD&I,2017-07-04T01:58:40.000Z,1/11/19,0012e000003A6zBAAS,0012e000002ZLg7AAG,1,Business Organization,Energy & Utilities,Multinational / Other Large Corporate,External,1
0062e000002HGZcAAO,1,Won,Technology Transfer,RIC RE&D and BD&I,2015-12-08T02:00:25.000Z,1/11/19,0012e000003A6cVAAS,0012e000002ZGfbAAG,1,Business Organization,Services,Multinational / Other Large Corporate,External,1
0062e000002HGzCAAW,1,Won,Consultancy (Non-research),RIC RE&D and BD&I,2018-01-16T01:21:50.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGzdAAG,1,Won,Research Contract,RIC-BD&I,2019-10-31T02:18:40.000Z,21/1/20,0012e000003A70jAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGZdAAO,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016-04-05T04:07:41.000Z,1/11/19,0012e000003A6jMAAS,,1,Business Organization,Public Administration,Not for profit,External,1
0062e000002HGzDAAW,1,Won,Research Contract,RIC RE&D and BD&I,2017-01-26T23:08:07.000Z,1/11/19,0012e000003A716AAC,0012e000002ZGfbAAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGzeAAG,1,Won,Research Contract,RIC-BD&I,2019-01-10T23:13:31.000Z,1/11/19,0012e000003A70jAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGZeAAO,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2015-12-09T23:45:25.000Z,1/11/19,0012e000003A6qiAAC,,1,Business Organization,Services,University,External,1
0062e000002HGzEAAW,1,Won,Research Contract,RIC RE&D and BD&I,2015-11-19T23:19:49.000Z,20/12/15,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGzfAAG,1,Won,Research Contract,RIC-BD&I,2019-10-31T02:23:59.000Z,21/1/20,0012e000003A70jAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGZfAAO,1,Won,Research Contract,RIC RE&D and BD&I,2016-10-19T04:50:07.000Z,1/11/19,0012e000003A6d1AAC,0012e000002ZGfbAAG,1,Business Organization,Services,Not for profit,External,1
0062e000002HGzFAAW,1,Won,Research Contract,RIC-BD&I,2019-09-19T20:45:36.000Z,27/9/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGzgAAG,1,Won,Research Contract,RIC RE&D and BD&I,2016-05-27T00:33:56.000Z,1/11/19,0012e000003A70jAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGZgAAO,1,Won,Research Contract,RIC RE&D and BD&I,2015-12-17T04:35:18.000Z,1/11/19,0012e000003A6wBAAS,0012e000002ZmnzAAC,1,Business Organization,Veterinary,Large Australian Corporate,External,1
0062e000002HGzGAAW,1,Won,Research Contract,RIC RE&D and BD&I,2016-11-21T21:14:56.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGzhAAG,1,Won,Research Contract,RIC RE&D and BD&I,2016-05-08T21:27:33.000Z,1/11/19,0012e000003A70jAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGZhAAO,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016-03-07T01:46:32.000Z,1/11/19,0012e000003A6jsAAC,,1,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,1
0062e000002HGzHAAW,1,Won,Research Contract,RIC RE&D and BD&I,2017-11-15T22:58:58.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGziAAG,1,Won,Research Contract,RIC-BD&I,2019-01-10T23:03:29.000Z,11/1/19,0012e000003A70jAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGZiAAO,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-07-13T03:04:49.000Z,1/11/19,0012e000003A6qHAAS,0012e000002ZGfbAAG,1,Business Organization,Services,University,External,1
0062e000002HGzIAAW,1,Won,Research Contract,RIC RE&D and BD&I,2016-05-27T00:54:21.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGzjAAG,1,Won,Research Contract,RIC-BD&I,2019-01-10T23:07:19.000Z,1/11/19,0012e000003A70jAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGZjAAO,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-07-13T03:11:54.000Z,1/11/19,0012e000003A6qHAAS,0012e000002ZGfbAAG,1,Business Organization,Services,University,External,1
0062e000002HGzJAAW,1,Won,Research Contract,RIC RE&D and BD&I,2017-06-29T22:21:34.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGzkAAG,1,Won,Research Contract,RIC-BD&I,2019-10-31T02:28:06.000Z,21/1/20,0012e000003A70jAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGZkAAO,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-10-04T04:31:01.000Z,1/11/19,0012e000003A6qHAAS,0012e000002ZGfbAAG,1,Business Organization,Services,University,External,1
0062e000002HGzKAAW,1,Won,Research Contract,RIC RE&D and BD&I,2017-11-15T23:01:22.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGzlAAG,1,Won,Research Contract,RIC RE&D and BD&I,2016-05-08T21:28:56.000Z,1/11/19,0012e000003A70jAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGZlAAO,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-05-03T07:13:53.000Z,1/11/19,0012e000003A6qHAAS,0012e000002ZLg7AAG,1,Business Organization,Services,University,External,1
0062e000002HGzLAAW,1,Won,Research Contract,RIC-BD&I,2019-05-22T21:09:44.000Z,20/6/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGzmAAG,1,Won,Research Contract,RIC RE&D and BD&I,2016-05-08T21:27:01.000Z,1/11/19,0012e000003A70jAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGZmAAO,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-07-21T06:42:39.000Z,1/11/19,0012e000003A6qHAAS,0012e000002ZGfbAAG,1,Business Organization,Services,University,External,1
0062e000002HGzMAAW,1,Won,Research Contract,RIC RE&D and BD&I,2016-03-16T20:55:46.000Z,29/4/16,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGznAAG,1,Won,Research Contract,RIC RE&D and BD&I,2016-11-21T21:21:04.000Z,1/11/19,0012e000003A70xAAC,0012e000002ZLg7AAG,1,Business Organization,Energy & Utilities,Government: Australia: Local & State,External,1
0062e000002HGZnAAO,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-07-21T07:24:01.000Z,1/11/19,0012e000003A6qHAAS,0012e000002ZGfbAAG,1,Business Organization,Services,University,External,1
0062e000002HGzNAAW,1,Won,Research Contract,RIC RE&D and BD&I,2018-01-16T00:33:27.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGzoAAG,1,Won,Research Contract,RIC RE&D and BD&I,2017-03-23T21:02:33.000Z,1/11/19,0012e000003A70jAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGZoAAO,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2015-12-17T05:08:52.000Z,1/11/19,0012e000003A6qHAAS,0012e000002ZGfbAAG,1,Business Organization,Services,University,External,1
0062e000002HGzOAAW,1,Won,Research Contract,RIC RE&D and BD&I,2016-10-19T23:57:09.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGzpAAG,1,Won,Research Contract,RIC RE&D and BD&I,2015-11-12T04:12:46.000Z,15/12/15,0012e000003A70jAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGZpAAO,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-07-21T07:28:54.000Z,1/11/19,0012e000003A6qHAAS,0012e000002ZGfbAAG,1,Business Organization,Services,University,External,1
0062e000002HGzPAAW,1,Won,Research Contract,RIC-BD&I,2019-05-06T12:12:46.000Z,7/5/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGzqAAG,1,Won,Research Contract,RIC RE&D and BD&I,2018-01-16T01:31:34.000Z,13/4/18,0012e000003A70jAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGZqAAO,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-07-21T07:19:41.000Z,1/11/19,0012e000003A6qHAAS,0012e000002ZGfbAAG,1,Business Organization,Services,University,External,1
0062e000002HGzQAAW,1,Won,Research Contract,RIC RE&D and BD&I,2017-08-24T02:00:01.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGzrAAG,1,Won,Research Contract,RIC RE&D and BD&I,2017-02-26T20:23:12.000Z,1/11/19,0012e000003A70jAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGZrAAO,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-07-21T07:08:34.000Z,1/11/19,0012e000003A6qHAAS,0012e000002ZGfbAAG,1,Business Organization,Services,University,External,1
0062e000002HGzRAAW,1,Won,Research Contract,RIC RE&D and BD&I,2017-02-13T00:40:33.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGzsAAG,1,Won,Research Contract,RIC RE&D and BD&I,2016-02-02T22:09:48.000Z,1/11/19,0012e000003A70jAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGZsAAO,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-09-28T04:22:20.000Z,1/11/19,0012e000003A6qHAAS,0012e000002ZGfbAAG,1,Business Organization,Services,University,External,1
0062e000002HGzSAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016-08-19T00:15:30.000Z,1/11/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGztAAG,1,Won,Research Contract,RIC-BD&I,2019-03-05T22:15:18.000Z,6/3/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGZtAAO,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-07-21T07:25:26.000Z,1/11/19,0012e000003A6qHAAS,0012e000002ZGfbAAG,1,Business Organization,Services,University,External,1
0062e000002HGzTAAW,1,Won,Research Contract,RIC RE&D and BD&I,2017-05-18T23:23:30.000Z,1/11/19,0012e000003A716AAC,0012e000002ZGfbAAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGZuAAO,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-10-04T04:48:04.000Z,1/11/19,0012e000003A6qHAAS,0012e000002ZGfbAAG,1,Business Organization,Services,University,External,1
0062e000002HGzUAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016-01-29T03:20:22.000Z,1/11/19,0012e000003A6nDAAS,,1,Business Organization,Manufacturing & R&D,SME (small to medium enterprise),External,1
0062e000002HGZvAAO,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-09-28T04:11:28.000Z,1/11/19,0012e000003A6qHAAS,0012e000002ZGfbAAG,1,Business Organization,Services,University,External,1
0062e000002HGzVAAW,1,Won,Research Contract,RIC RE&D and BD&I,2018-09-13T20:41:21.000Z,28/9/18,0012e000003A6nDAAS,0012e000002ZLg7AAG,1,Business Organization,Manufacturing & R&D,SME (small to medium enterprise),External,1
0062e000002HGZwAAO,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-07-21T07:03:44.000Z,1/11/19,0012e000003A6qHAAS,0012e000002ZGfbAAG,1,Business Organization,Services,University,External,1
0062e000002HGzWAAW,1,Won,Research Contract,RIC RE&D and BD&I,2017-06-29T22:31:43.000Z,1/11/19,0012e000003A70HAAS,0012e000002ZLg7AAG,1,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,1
0062e000002HGzxAAG,1,Won,Research Contract,RIC-BD&I,2019-04-26T03:10:35.000Z,3/5/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGZxAAO,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-02-01T01:26:11.000Z,1/11/19,0012e000003A6qHAAS,0012e000002ZGfbAAG,1,Business Organization,Services,University,External,1
0062e000002HGzXAAW,1,Won,Research Contract,RIC RE&D and BD&I,2016-05-08T21:28:06.000Z,1/11/19,0012e000003A70jAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HGzyAAG,1,Won,Research Contract,RIC-BD&I,2019-06-21T09:45:48.000Z,26/7/19,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002HGZyAAO,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-07-21T07:12:59.000Z,1/11/19,0012e000003A6qHAAS,0012e000002ZGfbAAG,1,Business Organization,Services,University,External,1
0062e000002HGzYAAW,1,Won,Research Contract,RIC RE&D and BD&I,2016-05-08T21:29:40.000Z,1/11/19,0012e000003A70jAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
